API명,특수문자여부,특수문자개수
"상세주소(번지수표현)
",Yes,2
"상세채집지명
",No,0
"상세페이지url
",No,0
"상세페이지경로
",No,0
"상세페이지링크
",No,0
"상수도용(개소수)
",Yes,2
"상수도용(이용량)
",Yes,2
"상시만수위
",No,0
"상시채용여부
",No,0
"상영시간
",No,0
"""상영시간,분'초""""""
",Yes,6
"상영시간100분
",No,0
"상위구역코드
",No,0
"상위물품분류ID
",No,0
"상위물품코드
",No,0
"상위물품코드명
",No,0
"(항목값을설정없이호출하여출력되는상위코드값을입력하여하위코드값을검색)
",Yes,2
"상위법정동코드
",No,0
"상위복무기관명
",No,0
"상위분류군명
",No,0
"상위생물종분류정보코드
",No,0
"상위식품유형코드
",No,0
"상위식품유형코드명
",No,0
"상위코드
",No,0
"상위행정코드
",No,0
"상점명
",No,0
"상태
",No,0
"상태
",No,0
"#NAME?
",Yes,2
"#NAME?
",Yes,2
"#NAME?
",Yes,2
"상태
",No,0
"1:게시중아님
",Yes,1
"2:게시중
",Yes,1
"상태가공분류코드
",No,0
"상태가공분류코드명
",No,0
"""상태구분(영업중,영업정지)""
",Yes,5
"상태등급
",No,0
"상태명
",No,0
"상표구분코드
",No,0
"""상표명,출원인및대리인명""
",Yes,3
"상표명칭(TN)
",Yes,2
"상표명칭입수일자
",No,0
"상표의명칭
",No,0
"상표의명칭(영문)
",Yes,2
"상품
",No,0
"상품_가격
",Yes,1
"상품_단위_구분_코드(기준정보조회에서조회가능)
",Yes,5
"상품_단위_량
",Yes,2
"상품_소분류_코드
",Yes,2
"(기준정보조회에서조회가능)
",Yes,2
"상품_아이디
",Yes,1
"상품_용량
",Yes,1
"상품_용량_구분_코드(기준정보조회에서조회가능)
",Yes,5
"상품_조사_일
",Yes,2
"상품_조사_일(매주금요일날짜)
",Yes,4
"상품_할인_시작일
",Yes,2
"(goodDcYn이Y인경우에만)
",Yes,2
"상품_할인_여부
",Yes,2
"상품_할인_종료일
",Yes,2
"(goodDcYn이Y인경우에만)
",Yes,2
"상품(숙박예약)등록일
",Yes,2
"상품(주말농장)상세설명
",Yes,2
"상품(주말농장)코드
",Yes,2
"상품ID(키값)
",Yes,2
"상품가격
",No,0
"상품거래제한조건
",No,0
"상품견본
",No,0
"선물
",No,0
"상품
",No,0
"서류
",No,0
"상품관련인증정보
",No,0
"상품구분
",No,0
"상품권구매
",No,0
"가능여부
",No,0
"(Y:구매가능)
",Yes,3
"상품규격
",No,0
"상품등록일자
",No,0
"상품명
",No,0
"상품번호참조키
",No,0
"상품분류
",No,0
"상품분류(TC)
",Yes,2
"상품분류대카테고리명
",No,0
"상품분류버전
",No,0
"상품분류버젼코드
",No,0
"상품분류영문이름
",No,0
"상품분류카테고리명
",No,0
"상품분류코드
",No,0
"상품분류한글이름
",No,0
"상품상세내용
",No,0
"상품상세설명
",No,0
"상품생산단체명
",No,0
"상품생산마을명
",No,0
"상품생산마을코드
",No,0
"상품생산지명
",No,0
"상품설명
",No,0
"상품수확시기
",No,0
"(단위월)
",Yes,2
"상품아이디
",No,0
"상품에대한
",No,0
"상세설명
",No,0
"상품예상수확량
",No,0
"(단위kg)
",Yes,2
"상품원산지
",No,0
"상품유형
",No,0
"(T01:개별여행
",Yes,2
"T02:패키지여행)
",Yes,2
"상품유형명
",No,0
"상품유형명
",No,0
"(개별여행
",Yes,1
""",패키지여행)""
",Yes,4
"상품유형코드
",No,0
"(T01:개별여행
",Yes,2
""",T02:패키지여행)""
",Yes,5
"상품의계약업체명
",No,0
"상품의군별분류명
",No,0
"*국제표준코드사용:HSK코드(류명)
",Yes,4
"상품의군별분류코드
",No,0
"*국제표준코드사용:HSK코드(류코드)
",Yes,4
"상품의규격
",No,0
"상품의명칭
",No,0
"상품의명칭(영문)
",Yes,2
"상품의상세설명
",No,0
"상품의상세에속한이미지
",No,0
"상품의상세정보
",No,0
"상품의유통기한
",No,0
"상품이름
",No,0
"상품종류
",No,0
"상품카테고리코드
",No,0
"상품코드
",No,0
"상품파일유형
",No,0
"""(I:이미지,M:동영상)""
",Yes,7
"상품판매자명(배열값)
",Yes,2
"상품한건조회시사용(전체조회시미사용)
",Yes,2
"상하수도피해개소수
",No,0
"상하수도피해액
",No,0
"상해보험가입여부
",No,0
"상행/하행정보(0:상행1:하행)
",Yes,5
"상행막차시각
",No,0
"상행막차시간
",No,0
"상행첫차시각
",No,0
"상호
",No,0
"상호명
",No,0
"상호명(한글)
",Yes,2
"상호명(한글명)
",Yes,2
"상호명검색
",No,0
"상환방식
",No,0
"새로부여되는도로명주소
",No,0
"새우편번호
",No,0
"새주소
",No,0
"새주소대지위치
",No,0
"새주소도로코드
",No,0
"새주소방식주소
",No,0
"새주소법정동코드
",No,0
"새주소본번
",No,0
"새주소부번
",No,0
"새주소상세주소
",No,0
"새주소소재지대지위치
",No,0
"새주소소재지도로
",No,0
"새주소소재지도로코드
",No,0
"새주소소재지법정동
",No,0
"새주소소재지법정동코드
",No,0
"새주소소재지본번
",No,0
"새주소소재지부번
",No,0
"새주소소재지상세주소
",No,0
"새주소소재지지상지하명
",No,0
"새주소소재지지상지하코드
",No,0
"새주소에대응하는지번주소범위
",No,0
"새주소정보목록
",No,0
"새주소지상지하
",No,0
"새주소지상지하코드
",No,0
"색깔(뒤)
",Yes,2
"색깔(앞)
",Yes,2
"색도
",No,0
"색도(단위:도)
",Yes,3
"색도(도)
",Yes,2
"색도(도)(mg/L)
",Yes,5
"색상
",No,0
"색상명
",No,0
"색상코드
",No,0
"색상코드명
",No,0
"색체변경부분설명
",No,0
"샘플데이터
",No,0
"생년
",No,0
"생동대조약공고제품여부
",No,0
"생물밀도(max)
",Yes,2
"생물밀도(min)
",Yes,2
"생물의각급분류군에붙여진명칭중에생물학에서쓰이는세계공통적인명칭
",No,0
"생물종분류정보코드
",No,0
"생물학적동등성시험여부
",No,0
"생물학적제제분류명
",No,0
"생물학적제제분류코드
",No,0
"생물학적제제여부
",No,0
"생산:no=1446
",Yes,2
"사업체수:no=1447
",Yes,2
"상시종사자수:no=1448
",Yes,2
"부가가치:no=1449
",Yes,2
"생산:no=1450
",Yes,2
"사업체수:no=1451
",Yes,2
"종사자수:no=1452
",Yes,2
"생산:no=1457
",Yes,2
"품목별수출입:no=1089
",Yes,2
"사업체수(대표사업체수):no=1084
",Yes,4
"사업체수(부문별사업체수):no=1085
",Yes,4
"종사자수(총종사자):no=1086
",Yes,4
"종사자수(상시종사자수):no=1087
",Yes,4
"부가가치:no=1088
",Yes,2
"생산.수입분류
",Yes,1
"생산.수입분류(코드값아님)
",Yes,3
"생산/수입/공급구분
",Yes,2
"생산년도
",No,0
"생산년월
",No,0
"생산된수급량(단위:천톤)
",Yes,3
"생산량
",No,0
"생산량(㎥)
",Yes,3
"생산량(톤)/일
",Yes,3
"생산량소계(단위:천톤)
",Yes,3
"생산명
",No,0
"생산수입량
",No,0
"생산일
",No,0
"생산일자
",No,0
"생산자
",No,0
"생산자코드
",No,0
"생산지
",No,0
"생산지명
",No,0
"생산품
",No,0
"생산품목
",No,0
"생성문안우선순위
",No,0
"생성일
",No,0
"생성일시
",No,0
"생성일자
",No,0
"생식독성/기형유발성
",Yes,1
"생애주기분류
",No,0
"생약명
",No,0
"생약명(한문)
",Yes,2
"생약명설명
",No,0
"생약명칭
",No,0
"생약제제여부(한약제제)
",Yes,2
"생약코드
",No,0
"생육환경설명
",No,0
"생존기간설명
",No,0
"생존시대
",No,0
"생존시대상세
",No,0
"생태
",No,0
"생태적특징
",No,0
"생태환경
",No,0
"""생활,공업용수구분명""
",Yes,3
"""생활:1,공업:2""
",Yes,5
"생활법령제목입니다.
",Yes,1
"생활분야URL입니다.
",Yes,1
"생활분야링크url주소입니다.
",Yes,1
"생활분야링크주소입니다.
",Yes,1
"생활분야명입니다.
",Yes,1
"생활분야목록개수입니다.
",Yes,1
"생활분야분류번호입니다.
",Yes,1
"생활분야요약설명입니다.
",Yes,1
"생활분야의일련번호입니다.
",Yes,1
"생활분야일련번호
",No,0
"생활분야일련번호입니다.
",Yes,1
"생활분야제목
",No,0
"http://oneclick.law.go.kr
",Yes,6
"/CSP/CcfMain.laf?
",Yes,4
"csmSeq=12&
",Yes,2
"ccfNo=3&
",Yes,2
"cciNo=44&
",Yes,2
"cnpClsNo=44형태로링크를건다
",Yes,1
"생활분야제목http://oneclick.law.go.kr/CSP/CcfMain.laf?csmSeq=12&ccfNo=3&cciNo=44&cnpClsNo=44형태로링크를건다
",Yes,17
"생활분야질문답변내용입니다.
",Yes,1
"생활분야질문답변링크URL주소입니다.
",Yes,1
"생활분야질문제목입니다.
",Yes,1
"생활용(개소수)
",Yes,2
"생활용(이용량)
",Yes,2
"생활용수합계송수량
",No,0
"생활용수합계취수량
",No,0
"생활편익시설면적(㎡)
",Yes,3
"서류
",No,0
"비서류
",No,0
"서류명
",No,0
"서류영문명
",No,0
"서류입찰/전자입찰…
",Yes,2
"서명
",No,0
"서브설명입니다.
",Yes,1
"서브정보에대한제목(subject)과고유코드(pansori_code)입니다.
",Yes,6
"서브클래스
",No,0
"서비스내역
",No,0
"서비스대상
",No,0
"서비스명=어플명
",Yes,1
"서비스목적
",No,0
"서비스버전을결정1.1.1고정값사용
",Yes,2
"서비스분류코드표관광공사제공관리코드탭참조
",No,0
"서비스분류코드표관광자원분류탭참조
",No,0
"서비스분류코드표대전시숙박업소형태코드참조
",No,0
"서비스분류코드표대전시숙박업소형태코드탭참조
",No,0
"서비스분류코드표대전시음식점분류코드참조
",No,0
"서비스분류코드표대전시태그코드탭참조
",No,0
"서비스분야
",No,0
"서비스여부를알려줍니다.Y로되어있어야합니다.
",Yes,2
"서비스인증
",No,0
"서비스인증번호
",No,0
"서비스인증키
",No,0
"서비스제공사
",No,0
"서비스제공사명
",No,0
"""서비스제공회사(Lgu+,KT,SK텔레콤)""
",Yes,7
"서비스키
",No,0
"서비스형태를결정WMS고정값사용
",No,0
"서식장소
",No,0
"서울
",No,0
"강원
",No,0
"인천
",No,0
"경기
",No,0
"충북
",No,0
"충남
",No,0
"경북
",No,0
"대전
",No,0
"대구
",No,0
"전북
",No,0
"경남
",No,0
"울산
",No,0
"광주
",No,0
"부산
",No,0
"전남
",No,0
"제주
",No,0
"서울->강릉소요시간
",Yes,2
"서울->광주소요시간
",Yes,2
"서울->대구소요시간
",Yes,2
"서울->대전소요시간
",Yes,2
"서울->목포소요시간
",Yes,2
"서울->부산소요시간
",Yes,2
"서울->울산소요시간
",Yes,2
"서울방향교통량
",No,0
"서울시자치구
",No,0
"서울지점
",No,0
"서울특별시
",No,0
"부산광역시
",No,0
"대구광역시
",No,0
"인천광역시
",No,0
"광주광역시
",No,0
"대전광역시
",No,0
"울산광역시
",No,0
"세종특별자치시
",No,0
"경기도
",No,0
"강원도
",No,0
"충청북도
",No,0
"충청남도
",No,0
"전라북도
",No,0
"전라남도
",No,0
"경상북도
",No,0
"경상남도
",No,0
"제주특별자치도
",No,0
"""서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,경기도등""
",Yes,9
"""서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도""
",Yes,18
"서울형어린이집여부
",No,0
"서적명
",No,0
"서지정보
",No,0
"서지제어번호
",No,0
"석면건축자재량
",No,0
"석면해체업체
",No,0
"석탄(유연탄)(단위:ton)
",Yes,5
"석탄공사점유율(%)
",Yes,3
"석탄사용량(톤)
",Yes,2
"석탄이생산된연도
",No,0
"석탄회발생량(bottom)
",Yes,2
"석탄회발생량(fly)
",Yes,2
"석탄회발생현황제목
",No,0
"선고일자입니다.
",Yes,1
"선로번호
",No,0
"선명
",No,0
"선박건조(재계측)일자
",Yes,2
"선박계선시설코드1
",No,0
"선박계선시설코드2
",No,0
"선박고유키
",No,0
"선박구분
",No,0
"선박국적명
",No,0
"선박국적코드
",No,0
"선박길이
",No,0
"선박깊이
",No,0
"선박너비
",No,0
"선박동력반파규모
",No,0
"선박동력반파피해수
",No,0
"선박동력전파규모
",No,0
"선박동력전파피해수
",No,0
"선박명
",No,0
"선박명(영문명)
",Yes,2
"선박명(한글)
",Yes,2
"선박명(한글명)
",Yes,2
"선박무동력반파규모
",No,0
"선박무동력반파피해수
",No,0
"선박무동력전파규모
",No,0
"선박무동력전파피해수
",No,0
"선박번호
",No,0
"선박선사정보
",No,0
"선박운영자국적코드
",No,0
"선박운영자코드
",No,0
"선박종류
",No,0
"선박종류ID
",No,0
"선박종류명
",No,0
"선박종류명(한글명)
",Yes,2
"선박총길이
",No,0
"선박키
",No,0
"선박피해규모
",No,0
"선박피해수
",No,0
"선박피해액
",No,0
"선박호출부호
",No,0
"선박흘수
",No,0
"선발제한질병명
",No,0
"선사ID
",No,0
"선사명
",No,0
"선사모선코드
",No,0
"선사부호
",No,0
"선사코드
",No,0
"선사항차
",No,0
"선상보관방법
",No,0
"선석
",No,0
"선석SUB코드
",No,0
"선석코드
",No,0
"선석회의일자
",No,0
"선수등록번호
",No,0
"선수명
",No,0
"선수번호
",No,0
"선순위도착마와의도착마신차이
",No,0
"선언일자
",No,0
"선언자_정비
",Yes,1
"선언자국가_정비
",Yes,1
"선언자정비
",No,0
"선정방법
",No,0
"선정방법구분
",No,0
"""선정방법구분(자격심사,선착순,미취업경력단절여성)""
",Yes,6
"선정사유
",No,0
"선정일
",No,0
"선주국적코드
",No,0
"선주코드
",No,0
"선택부가서비스
",No,0
"상품코드
",No,0
"선택페이지
",No,0
"선풍기보유대수
",No,0
"선행기술조사문헌번호
",No,0
"선형
",No,0
"선호도
",No,0
"설계가격
",No,0
"설계자
",No,0
"설립구분
",No,0
"설립구분명
",No,0
"설립구분코드
",No,0
"설립일
",No,0
"설립일자
",No,0
"설립형태
",No,0
"설명
",No,0
"설명글
",No,0
"설명입니다.
",Yes,1
"설명자료제목
",No,0
"설명조건
",No,0
"설명회일시
",No,0
"설명회일시_FORMAT
",Yes,1
"설명회장소
",No,0
"설비구분
",No,0
"설비용량(MW)
",Yes,2
"설비율(%)
",Yes,3
"설비코드구분
",No,0
"설정된대지귄을구분하기위한일련번호
",No,0
"설치(운영)
",Yes,2
"설치개수(N/개)
",Yes,3
"설치구간
",No,0
"설치구분
",No,0
"설치구역
",No,0
"설치기관명
",No,0
"설치기관연락처
",No,0
"설치년도
",No,0
"설치년월
",No,0
"설치년월(년.월)
",Yes,3
"설치된도로명주소
",No,0
"설치된삼각보조점표지의재질코드
",No,0
"설치목적구분
",No,0
"""설치목적구분,설치주소""
",Yes,3
"설치세부위치
",No,0
"설치시군구명
",No,0
"설치시도명
",No,0
"설치시설구분
",No,0
"설치시설구분-서민·복지시설-관공서-교육시설등
",Yes,4
"설치시설구분(AP:무선접속장치)
",Yes,3
"설치위치
",No,0
"설치위치명
",No,0
"설치위치영문명
",No,0
"설치일자
",No,0
"설치장소
",No,0
"설치장소명
",No,0
"설치장소상세
",No,0
"설치주소
",No,0
"설치주소(상세주소)
",Yes,2
"설치하고자하는시설물에대한설명
",No,0
"설치현황
",No,0
"설치형태
",No,0
"섭취량/섭취방법
",Yes,1
"섭취시주의사항
",No,0
"섭취시주의사항1
",No,0
"성공/실패
",Yes,1
"성공=00
",Yes,1
"성명
",No,0
"성명(한글명)
",Yes,2
"성미
",No,0
"성범죄자제한여부
",No,0
"성별
",No,0
"성별
",No,0
"m:남
",Yes,1
"w:여
",Yes,1
"성별_남자
",Yes,1
"성별_여자
",Yes,1
"""성별,나이,특이사항등..""
",Yes,6
"성별코드
",No,0
"성분
",No,0
"성분명
",No,0
"성분명(영)
",Yes,2
"성분명(한)
",Yes,2
"성분명으로조회
",No,0
"(utf8로변환하여사용)
",Yes,2
"붕소(B):
",Yes,3
"%EB%B6%95%EC%86%8C%28B%29
",Yes,8
"성상
",No,0
"성수기입실시간
",No,0
"성수기주말가격
",No,0
"성수기주말요금
",No,0
"성수기주중가격
",No,0
"성수기주중요금
",No,0
"성수기퇴실시간
",No,0
"성인이용요금
",No,0
"세관컨테이너Size
",No,0
"세관컨테이너SzTp
",No,0
"세금계산서
",No,0
"세대수
",No,0
"세대수(세대)
",Yes,2
"세대수공공분양(세대)
",Yes,2
"세대수공공임대10(세대)
",Yes,2
"세대수공공임대5(세대)
",Yes,2
"세대수공공임대계(세대)
",Yes,2
"세대수공공임대기타(세대)
",Yes,2
"세대수국민임대(세대)
",Yes,2
"세대수근로복지(세대)
",Yes,2
"세대수민간분양(세대)
",Yes,2
"세대수민간임대(세대)
",Yes,2
"세대수사원임대(세대)
",Yes,2
"세마처리장대장균방류수(개/㎖)
",Yes,4
"세마처리장대장균유입수(개/㎖)
",Yes,4
"세마처리장부유물질방류수(㎎/L)
",Yes,4
"세마처리장부유물질유입수(㎎/L)
",Yes,4
"세마처리장생화학적산소요구량방류수(ppm)
",Yes,2
"세마처리장생화학적산소요구량유입수(ppm)
",Yes,2
"세마처리장총인
",No,0
"방류수(mg/L)
",Yes,3
"세마처리장총인
",No,0
"유입수(mg/L)
",Yes,3
"세마처리장총질소
",No,0
"방류수(mg/L)
",Yes,3
"세마처리장총질소
",No,0
"유입수(mg/L)
",Yes,3
"세마처리장화학적산소요구량방류수(ppm)
",Yes,2
"세마처리장화학적산소요구량유입수단위(ppm)
",Yes,2
"세부과제번호
",No,0
"세부기술1
",No,0
"세부기술2
",No,0
"세부기??1
",Yes,2
"세부기??2
",Yes,2
"세부내역(첨부파일URL)
",Yes,2
"세부내용
",No,0
"세부목록ID
",No,0
"""세부물품분류번호에따라""""소요량통보서접수일로부터"""",""""납품요구일로부터-실제납품기한은과업지시서에한함"""",나머지는""""납품요구일로부터""""표기됨""
",Yes,17
"세부부문명
",No,0
"세부분류
",No,0
"세부사항
",No,0
"세부위치
",No,0
"""세부품명,제조업체명,제작국/모델명,특성값등기본적인규격사항등이기록된품목의명칭""
",Yes,6
"""세부품명,제조업체명,제작국/모델명,특성값등기본전인규격사항등이기록된품목의명칭""
",Yes,6
"세부품명번호10자리에대한매핑건수
",No,0
"세부품명번호10자리에대한영문명
",No,0
"세부품명번호10자리에대한한글명
",No,0
"세부품명에대한상세설명
",No,0
"세부품명에대한영문명
",No,0
"세부항목
",No,0
"세부항목명
",No,0
"세분류
",No,0
"세제
",No,0
"세제(음이온계면활성제:ABS)(mg/L)
",Yes,6
"세제(음이온계면활성제)(mg/L)
",Yes,5
"세제(음이온계면활성제)(mg/ℓ)
",Yes,6
"세차서비스가제공되는유형정보
",No,0
"세차서비스를제공하는업소의등록업종명
",No,0
"""세차서비스를제공하는업체가있는광역시,도명칭""
",Yes,3
"""세차서비스를제공하는업체가있는시,구,군명칭""
",Yes,4
"세차서비스를제공하는업체대표자명
",No,0
"세차서비스를제공하는업체의명칭
",No,0
"세차요금정보
",No,0
"세차유형
",No,0
"세차유형-셀프세차-자동세차
",Yes,2
"세차장고유번호
",No,0
"세차장또는세차서비스를제공하는업체의안내전화번호
",No,0
"세차장명검색어
",No,0
"세차장을운영하지않는일자또는요일
",No,0
"세차장의경도좌표
",No,0
"세차장의경도좌표(WGS84)
",Yes,2
"세차장의위도좌표
",No,0
"세차장의위도좌표(WGS84)
",Yes,2
"세차장의위치(소재지)에대한도로명주소
",Yes,2
"세차장전화번호
",No,0
"섹션명
",No,0
"섹션번호
",No,0
"섹션분류
",No,0
"섹션인덱스
",No,0
"센터명
",No,0
"셀레늄(mg/L)
",Yes,3
"셀레늄(mg/ℓ)
",Yes,4
"셀레늄(Se)(mg/L)
",Yes,5
"셀레늄[mg/L]
",Yes,3
"셔틀버스설명
",No,0
"셔틀운행여부
",No,0
"소개
",No,0
"소개글
",No,0
"소개및경력
",No,0
"소개체번호
",No,0
"소계금액
",No,0
"소계수량
",No,0
"소계톤당
",No,0
"소관구분명
",No,0
"소관구분코드
",No,0
"소관부처명
",No,0
"소관부처코드
",No,0
"소규모시설피해개소수
",No,0
"소규모시설피해금액
",No,0
"소규모업소여부
",No,0
"소극장
",No,0
"소급구분
",No,0
"소기업
",No,0
"소나무
",No,0
"소나무꽃가루농도위험지수(4월~5월제공)
",Yes,3
"소독제및소독부산물검사결과_디브로모디클로로메탄
",Yes,1
"소독제및소독부산물검사결과_디브로모디클로로메탄(단위:mg)
",Yes,4
"소독제및소독부산물검사결과_디브로모아세토니트릴
",Yes,1
"소독제및소독부산물검사결과_디브로모아세토니트릴(단위:mg)
",Yes,4
"소독제및소독부산물검사결과_디클로로아세토니트릴
",Yes,1
"소독제및소독부산물검사결과_디클로로아세토니트릴(단위:mg)
",Yes,4
"소독제및소독부산물검사결과_브로모디클로로메탄
",Yes,1
"소독제및소독부산물검사결과_브로모디클로로메탄(단위:mg)
",Yes,4
"소독제및소독부산물검사결과_잔류염소
",Yes,1
"소독제및소독부산물검사결과_잔류염소(단위:mg)
",Yes,4
"소독제및소독부산물검사결과_총트리할로메탄
",Yes,1
"소독제및소독부산물검사결과_총트리할로메탄(단위:mg)
",Yes,4
"소독제및소독부산물검사결과_클로랄하이드레이트
",Yes,1
"소독제및소독부산물검사결과_클로랄하이드레이트(단위:mg)
",Yes,4
"소독제및소독부산물검사결과_클로로포름
",Yes,1
"소독제및소독부산물검사결과_클로로포름(단위:mg)
",Yes,4
"소독제및소독부산물검사결과_트리클로로아세토니트릴
",Yes,1
"소독제및소독부산물검사결과_트리클로로아세토니트릴(단위:mg)
",Yes,4
"소독제및소독부산물검사결과_포름알데히드
",Yes,1
"소독제및소독부산물검사결과_포름알데히드(단위:mg)
",Yes,4
"소독제및소독부산물검사결과_할로아세틱에시드
",Yes,1
"소독제및소독부산물검사결과_할로아세틱에시드(단위:mg)
",Yes,4
"소득수준_200~400만원미만
",Yes,2
"소득수준_200만원미만
",Yes,1
"소득수준_400만원이상
",Yes,1
"소득인정액
",No,0
"소리의관리번호입니다
",No,0
"소리의대표이미지의위치입니다
",No,0
"소리의부설명입니다
",No,0
"소리의분류입니다
",No,0
"소리의수정일자입니다
",No,0
"소리의식별코드입니다
",No,0
"소리의연주형식입니다
",No,0
"소리의저작자입니다
",No,0
"소리의제목입니다.
",Yes,1
"소리의주설명입니다
",No,0
"소리의파일형식입니다.
",Yes,1
"소리의형식입니다.
",Yes,1
"소리파일의위치입니다.
",Yes,1
"소분류
",No,0
"소분류_분류명
",Yes,1
"소분류_코드
",Yes,1
"소분류명
",No,0
"소분류명경로
",No,0
"소분류점수
",No,0
"소분류카테고리명
",No,0
"소분류카테고리코드
",No,0
"010001:브랜드쌀
",Yes,1
"010004:친환경쌀
",Yes,1
"010006:현미
",Yes,1
"010007:보리/밀
",Yes,2
"010008:콩류/팥
",Yes,2
"010009:옥수수
",Yes,1
"010012:참깨/들깨
",Yes,2
"010013:블랙푸드
",Yes,1
"010017:찹쌀
",Yes,1
"010018:찹쌀현미
",Yes,1
"010019:친환경현미
",Yes,1
"010099:잡곡/혼합곡
",Yes,2
"020001:포도
",Yes,1
"020002:복숭아
",Yes,1
"020003:사과
",Yes,1
"020004:단감/
",Yes,2
"020005:감귤
",Yes,1
"020006:메론/모과
",Yes,2
"소분류코드
",No,0
"소비량합계(단위:천톤)
",Yes,3
"소비현황합계(단위:톤)
",Yes,3
"소새지지번주소
",No,0
"소속교육기관명
",No,0
"소속기관명
",No,0
"소속기관이름
",No,0
"소요시간
",No,0
"소요시간(s)
",Yes,2
"소요시간(분)
",Yes,2
"소요시간(초)
",Yes,2
"소요시간1(분)
",Yes,2
"소요시간10(분)
",Yes,2
"소요시간2(분)
",Yes,2
"소요시간3(분)
",Yes,2
"소요시간4(분)
",Yes,2
"소요시간5(분)
",Yes,2
"소요시간6(분)
",Yes,2
"소요시간7(분)
",Yes,2
"소요시간8(분)
",Yes,2
"소요시간9(분)
",Yes,2
"소유구분
",No,0
"소유구분코드
",No,0
"소유권지분
",No,0
"소유기관
",No,0
"소유기관_담당시군구
",Yes,1
"소유역명
",No,0
"소유역코드
",No,0
"소유자
",No,0
"소유자/보유자
",Yes,1
"소유자구분
",No,0
"소유자또는소유업체명(국:국가소유)
",Yes,3
"소유자명
",No,0
"소유자상세주소
",No,0
"소유자우편번호
",No,0
"소유자우편번호순번
",No,0
"소유자우편번호주소
",No,0
"소유자전화번호
",No,0
"소유자주소
",No,0
"소유주
",No,0
"소유주체구분
",No,0
"소음
",No,0
"소음인증번호
",No,0
"소음인증일
",No,0
"소음허용기준
",No,0
"소의종류
",No,0
"소의종류코드
",No,0
"소인가격
",No,0
"소장도서
",No,0
"소장도서관(이름)
",Yes,2
"소장상태
",No,0
"""B:소장중,C:대출중,L:분실,D:훼손,S:폐기""
",Yes,11
"소장일
",No,0
"소장일자
",No,0
"소장자료:1/구독중:2
",Yes,3
"소장자료실명
",No,0
"소장처
",No,0
"소장품의원작자검색
",No,0
"소재지
",No,0
"소재지_지번
",Yes,1
"소재지(구군)
",Yes,2
"소재지(도로명)
",Yes,2
"소재지(시도)
",Yes,2
"소재지(위치)
",Yes,2
"소재지(지번)
",Yes,2
"소재지검색
",No,0
"#NAME?
",Yes,2
"소재지구군
",No,0
"소재지도로명
",No,0
"소재지도로명주소
",No,0
"소재지도로명주소
",No,0
"도로명과지번주소하나이상있을것
",No,0
"소재지도로명주소또는지번주소
",No,0
"소재지도로주소
",No,0
"소재지명
",No,0
"소재지명칭
",No,0
"소재지법정동
",No,0
"소재지상세주소
",No,0
"소재지시군구
",No,0
"소재지시군구명칭
",No,0
"소재지시군구코드
",No,0
"소재지시도
",No,0
"소재지우편번호
",No,0
"소재지전화번호
",No,0
"소재지주소
",No,0
"소재지지번
",No,0
"소재지지번주소
",No,0
"소재지지번주소
",No,0
"도로명과지번주소하나이상있을것
",No,0
"소재지코드
",No,0
"소정도서관(관리구분)
",Yes,2
"소제목
",No,0
"소집년도
",No,0
"소통등급
",No,0
"""소통등급(부분지체,소통원활,정체)""
",Yes,6
"""소통등급(정체,부분지체,소통원활)""
",Yes,6
"소통정보목록
",No,0
"소하천피해개소수
",No,0
"소하천피해물량
",No,0
"소하천피해액
",No,0
"소형증발(mm)
",Yes,2
"소형차주차가능대수
",No,0
"소화기계독성
",No,0
"소화방법
",No,0
"소화제및장비
",No,0
"속각일자(년-월-일)
",Yes,4
"속국명
",No,0
"속도(km/h)
",Yes,3
"속도(시속km)
",Yes,2
"속명
",No,0
"속보코드
",No,0
"속초시장
",No,0
"송하인
",No,0
"송하인전화번호
",No,0
"송하인주소
",No,0
"쇼핑계약번호는쇼핑계약번호(9자리)+차수(2자리)로구성됨.※데이터의유일성을보장하는키는쇼핑계약번호_+쇼핑계약순번.
",Yes,10
"쇼핑계약번호는쇼핑계약번호(9자리)+차수(2자리)로구성됨※데이터의유일성을보장하는키는쇼핑계약번호_+쇼핑계약순번
",Yes,8
"쇼핑계약순번.※데이터의유일성을보장하는키는쇼핑계약번호_+쇼핑계약순번
",Yes,4
"쇼핑계약순번※데이터의유일성을보장하는키는쇼핑계약번호_+쇼핑계약순번
",Yes,3
"쇼핑센터명
",No,0
"쇼핑센터명또는설명
",No,0
"수
",No,0
"수강대상
",No,0
"수강료
",No,0
"수강료(단위:원)
",Yes,3
"수강료[원]
",Yes,2
"수강생수
",No,0
"수강요일
",No,0
"수강유형
",No,0
"수계
",No,0
"수계명
",No,0
"수계배출량(단위:㎏/년)
",Yes,5
"수계코드
",No,0
"수급동향설명
",No,0
"수급동향코드
",No,0
"수기구분
",No,0
"수납구분
",No,0
"수납여부
",No,0
"수납여부명
",No,0
"수납일자
",No,0
"수도코드
",No,0
"수도코드명
",No,0
"수량
",No,0
"수량(단위:dan항목에표시)
",Yes,3
"수량(톤)
",Yes,2
"수량/면적
",Yes,1
"수량/총수량*100
",Yes,2
"수량단위
",No,0
"수량성
",No,0
