필드명	행정표준용어	매칭결과
한페이지당출력건수		#N/A
출력 페이지 번호		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
평균속도(km/h)		#N/A
콘존ID		#N/A
콘존명		#N/A
차로유형구분코드		#N/A
차로유형구분명		#N/A
기준일자		#N/A
기준시		#N/A
교통량(대)		#N/A
기점종점방향구분코드		#N/A
출력 페이지 번호		#N/A
한페이지당출력건수		#N/A
총 페이지건수		#N/A
(NULL)		#N/A
(NULL)		#N/A
영업소코드(코드집 별첨)		#N/A
한페이지당출력건수		#N/A
출력 페이지 번호		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
노선명		#N/A
노선번호		#N/A
집계시간단위구분코드 (0:1분, 1:5분, 2:15분, 3:1시간, 4:1일, 5:1달, 6:1년)		#N/A
영업소코드		#N/A
영업소명		#N/A
영업소통제지시간		#N/A
영업소통제지시일자		#N/A
영업소통제1단계발효일시		#N/A
영업소통제2단계발효일시		#N/A
출력 페이지번호		#N/A
한페이지당출력건수		#N/A
총 페이지건수		#N/A
집계시		#N/A
1:일반차로 2: 버스차로		#N/A
발급받은 인증키		#N/A
검색결과 포맷		#N/A
집계일자		#N/A
한페이지당출력건수		#N/A
출력 페이지 번호		#N/A
집계일자		#N/A
집계시		#N/A
콘존ID		#N/A
콘존명		#N/A
차로유형구분코드		#N/A
차로유형		#N/A
평균속도		#N/A
결과		#N/A
결과메세지		#N/A
전체 결과 수		#N/A
출력 페이지 번호		#N/A
한페이지당출력건수		#N/A
총 페이지건수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
검색결과 포맷		#N/A
집계시간단위 구분코드 1:5분 2:15분 3:1시간 4:1일 5:1달 6:1년 0:1분		#N/A
출발도착기준구분코드(1:출발 2:도착)		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
기준일자		#N/A
출발목적지(영업소 명)		#N/A
영업소코드		#N/A
TCS차종구분명		#N/A
TCS차종구분코드		#N/A
TCS차종유형구분코드		#N/A
TCS차종유형구분명		#N/A
교통량		#N/A
총 페이지 건수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
검색결과 포맷		#N/A
집계시간단위 구분코드 1:5분 2:15분 3:1시간 4:1일 5:1달 6:1년 0:1분		#N/A
조회 기준시간		#N/A
한 페이지 결과 수		#N/A
페이지번호		#N/A
기준일자		#N/A
입출구구분명		#N/A
TCS본부명		#N/A
TCS본부코드		#N/A
TCS지사명		#N/A
TCS지사코드		#N/A
영업소명		#N/A
영업소코드		#N/A
TCS차종구분명		#N/A
TCS차종구분코드		#N/A
TCS차종유형구분명		#N/A
TCS차종유형구분코드		#N/A
총 페이지건수		#N/A
교통량		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
제목		#N/A
단일조회를 위한 일련번호		#N/A
일련번호		#N/A
제목		#N/A
내용		#N/A
내용2		#N/A
링크제목1		#N/A
링크제목2		#N/A
링크제목3		#N/A
링크제목4		#N/A
링크주소1		#N/A
링크주소2		#N/A
링크주소3		#N/A
링크주소4		#N/A
등록일		#N/A
분야코드		#N/A
단일조회를 위한 일련번호		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
제목		#N/A
분야명		#N/A
기구명		#N/A
학력		#N/A
국가		#N/A
도시		#N/A
직책		#N/A
마감일		#N/A
경력		#N/A
(NULL)		#N/A
공고번호		#N/A
등록일		#N/A
일련번호		#N/A
상태		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
기구코드		#N/A
단일조회를 위한 일련번호		#N/A
일련번호		#N/A
상태		#N/A
제목		#N/A
분야명		#N/A
기구명		#N/A
학력		#N/A
국가		#N/A
도시		#N/A
직책		#N/A
마감일		#N/A
경력		#N/A
(NULL)		#N/A
공고번호		#N/A
등록일		#N/A
(NULL)		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
제목		#N/A
단일조회를 위한 일련번호		#N/A
일련번호		#N/A
제목		#N/A
내용		#N/A
내용2		#N/A
링크제목1		#N/A
링크제목2		#N/A
링크제목3		#N/A
링크제목4		#N/A
링크주소1		#N/A
링크주소2		#N/A
링크주소3		#N/A
링크주소4		#N/A
등록일		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
일련번호		#N/A
일련번호		#N/A
상태		#N/A
제목		#N/A
분야명		#N/A
기구명		#N/A
학력		#N/A
국가		#N/A
도시		#N/A
직책		#N/A
마감일		#N/A
경력		#N/A
(NULL)		#N/A
공고번호		#N/A
등록일		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
제목		#N/A
단일조회를 위한 일련번호		#N/A
일련번호		#N/A
제목		#N/A
내용		#N/A
내용2		#N/A
링크제목1		#N/A
링크제목2		#N/A
링크제목3		#N/A
링크제목4		#N/A
링크주소1		#N/A
링크주소2		#N/A
링크주소3		#N/A
링크주소4		#N/A
등록일		#N/A
(NULL)		#N/A
집계시간단위구분코드 (0:1분, 1:5분, 2:15분, 3:1시간, 4:1일, 5:1달, 6:1년)		#N/A
(NULL)		#N/A
(NULL)		#N/A
기준일자		#N/A
기점종점방향구분코드 (S:기점, E:종점, O:양방향)		#N/A
한페이지당출력건수		#N/A
출력 페이지 번호		#N/A
차로유형구분코드		#N/A
차로유형구분명		#N/A
속도(km/h)		#N/A
기준일자		#N/A
시간		#N/A
교통량(대)		#N/A
(NULL)		#N/A
(NULL)		#N/A
콘존ID		#N/A
콘존명		#N/A
출력 페이지번호		#N/A
한페이지당출력건수		#N/A
총 페이지건수		#N/A
발급받은 인증키		#N/A
검색결과 포맷		#N/A
집계일자		#N/A
집계시		#N/A
한페이지당출력건수		#N/A
출력 페이지 번호		#N/A
결과		#N/A
결과메세지		#N/A
전체 결과 수		#N/A
집계일자		#N/A
집계시		#N/A
콘존ID		#N/A
콘존명		#N/A
차로유형(1:일반차로,2:버스차로)		#N/A
차로유형		#N/A
평균속도(Km)		#N/A
출력 페이지번호		#N/A
한페이지당출력건수		#N/A
총 페이지건수		#N/A
발급받은 인증키		#N/A
검색결과 포맷		#N/A
집계일자		#N/A
집계시		#N/A
VDS ID		#N/A
콘존ID		#N/A
한페이지당출력건수		#N/A
출력 페이지 번호		#N/A
결과		#N/A
결과메세지		#N/A
전체 결과 수		#N/A
집계일자		#N/A
집계시		#N/A
VDS_ID		#N/A
콘존ID		#N/A
콘존명		#N/A
차로유형구분코드		#N/A
차로유형(1:일반차로,2:버스차로)		#N/A
평균속도(km)		#N/A
출력 페이지 번호		#N/A
한페이지당출력건수		#N/A
총 페이지건수		#N/A
(NULL)		#N/A
XML, JSON		#N/A
사용자x좌표(WGS84 경위도 자표)		#N/A
사용자y좌표(WGS84 경위도 자표)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
콘존ID		#N/A
콘존명		#N/A
S:기점 E:종점		#N/A
위치명		#N/A
"RMS운영모드
구분코드"		#N/A
"RMS운영모드
구분코드명"		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
Xml or json		#N/A
"0010 경부선
0100 남해선
0101 남해선(영암-순천)
0120 88올림픽선
0121 무안광주선
0140 고창담양선
0150 서해안선
0153 평택시흥선
0160 울산선
0170 평택화성선
0200 대구포항선
0201 익산장수선
0251 호남선
0252 천안논산선
0270 순천완주선
0300 청원상주선
0301 당진대전선
0351 중부선(대전통영)
0352 중부선
0370 제2중부선
0400 평택제천선
0450 중부내륙선
0500 영동선
0550"		#N/A
경기본부:200000,강원본부:300000, 충청본부:400000,전남본부:500000, 경북본부:600000,경남본부:700000, 전북본부:800000		#N/A
S:기점, E:종점		#N/A
한페이지당출력건수		#N/A
출력 페이지 번호		#N/A
본부명		#N/A
방향		#N/A
vms내용		#N/A
vms내용2		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
VMS ID		#N/A
노선번호		#N/A
노선명		#N/A
본부코드명		#N/A
출력 페이지번호		#N/A
한페이지당출력건수		#N/A
총 페이지건수		#N/A
(NULL)		#N/A
Xml or json		#N/A
"0010 경부선
0100 남해선
0101 남해선(영암-순천)
0120 88올림픽선
0121 무안광주선
0140 고창담양선
0150 서해안선
0153 평택시흥선
0160 울산선
0170 평택화성선
0200 대구포항선
0201 익산장수선
0251 호남선
0252 천안논산선
0270 순천완주선
0300 청원상주선
0301 당진대전선
0351 중부선(대전통영)
0352 중부선
0370 제2중부선
0400 평택제천선
0450 중부내륙선
0500 영동선
0550"		#N/A
S:기점, E:종점		#N/A
한페이지당출력건수		#N/A
출력 페이지 번호		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
출력 페이지번호		#N/A
한페이지당출력건수		#N/A
총 페이지건수		#N/A
(NULL)		#N/A
Xml or json		#N/A
"0010 경부선
0100 남해선
0101 남해선(영암-순천)
0120 88올림픽선
0121 무안광주선
0140 고창담양선
0150 서해안선
0153 평택시흥선
0160 울산선
0170 평택화성선
0200 대구포항선
0201 익산장수선
0251 호남선
0252 천안논산선
0270 순천완주선
0300 청원상주선
0301 당진대전선
0351 중부선(대전통영)
0352 중부선
0370 제2중부선
0400 평택제천선
0450 중부내륙선
0500 영동선
0550"		#N/A
경기본부:200000,강원본부:300000, 충청본부:400000,전남본부:500000,경북본부:600000,경남본부:700000, 전북본부:800000		#N/A
한페이지당출력건수		#N/A
출력 페이지 번호		#N/A
결과		#N/A
결과 메시지		#N/A
전체 결과 수		#N/A
VMS ID		#N/A
노선번호		#N/A
노선명		#N/A
본부코드		#N/A
본부명		#N/A
출력 페이지 번호		#N/A
한페이지당출력건수		#N/A
총 페이지건수		#N/A
발급받은 인증키		#N/A
검색결과 포맷		#N/A
한페이지당출력건수		#N/A
출력 페이지 번호		#N/A
울산->서울 소요시간		#N/A
부산->서울 소요시간		#N/A
광주->서울 소요시간		#N/A
목포->서울 소요시간		#N/A
강릉->서울 소요시간		#N/A
결과		#N/A
결과메세지		#N/A
전체 결과 수		#N/A
날짜		#N/A
시간		#N/A
전국교통량		#N/A
지방방향 교통량		#N/A
서울방향 교통량		#N/A
서울->대전 소요시간		#N/A
서울->대구 소요시간		#N/A
서울->울산 소요시간		#N/A
서울->부산 소요시간		#N/A
서울->광주 소요시간		#N/A
서울->목포 소요시간		#N/A
서울->강릉 소요시간		#N/A
대전->서울 소요시간		#N/A
대구->서울 소요시간		#N/A
출력 페이지번호		#N/A
한페이지당출력건수		#N/A
총 페이지건수		#N/A
"유형
인턴형 :int
연수형 :trn"		#N/A
"사업년도
없을 경우 현재 년도 기본 셋팅"		#N/A
사업체명		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
시도 행정구역 코드		#N/A
시군구행정구역 코드		#N/A
교육과정번호		#N/A
강좌번호		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
"일반노인교육 :CM3301
노인사회활동참여자교육: M3302
종사자(실무자)교육 : CM3303"		#N/A
근무지역(시도)		#N/A
근무지역(시군구)		#N/A
임금		#N/A
유형		#N/A
구인상태		#N/A
HP 모집인원		#N/A
HP 공고시작일		#N/A
HP 공고종료일		#N/A
사업실시계획 NO		#N/A
운영기관명		#N/A
사업년도		#N/A
사업자명		#N/A
접수 시작일		#N/A
접수 종료일		#N/A
신청인원		#N/A
지역		#N/A
상세내용		#N/A
접수과정 번호		#N/A
대상		#N/A
강좌시작일		#N/A
강좌명		#N/A
강좌번호		#N/A
회차		#N/A
교육시간		#N/A
강좌종료일		#N/A
참가비		#N/A
신청방법		#N/A
숙박여부		#N/A
모집인원		#N/A
교육과정 코드		#N/A
교육과정 이름		#N/A
접수 시작일		#N/A
접수 종료일		#N/A
신청인원		#N/A
지역		#N/A
접수과정 번호		#N/A
대상		#N/A
강좌시작일		#N/A
강좌명		#N/A
강좌번호		#N/A
회차		#N/A
교육시간		#N/A
강좌종료일		#N/A
참가비		#N/A
신청방법		#N/A
숙박여부		#N/A
모집인원		#N/A
사업실시계획 NO		#N/A
운영기관명		#N/A
운영기관 주소		#N/A
운영기관 문의전화		#N/A
사업장명		#N/A
인턴(연수기간)		#N/A
근무(활동) 시간		#N/A
사업내용		#N/A
부서배치 및  참여인원		#N/A
직무교육		#N/A
실시인원		#N/A
임금		#N/A
모집연령대		#N/A
모집분야		#N/A
근무지역		#N/A
근무조건		#N/A
자격사항		#N/A
고용예정인원		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
시도 행정구역 코드		#N/A
시군구 행정구역 코드		#N/A
운영기관명		#N/A
"사업년도
없을 경우 현재 년도 기본 셋팅"		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
시도 행정구역 코드		#N/A
시군구 행정구역 코드		#N/A
운영기관명		#N/A
사업년도		#N/A
운영기관 코드		#N/A
운영기관 코드		#N/A
기관유형		#N/A
기관명		#N/A
우편번호		#N/A
주소1		#N/A
주소2		#N/A
전화번호		#N/A
팩스번호		#N/A
이메일		#N/A
"대분류코드가없을경우 시도 목록
대분류코드가있을경우 해당하는 시군구 목록"		#N/A
행정구역코드		#N/A
대분류코드		#N/A
중분류코드		#N/A
소분류코드		#N/A
행정구역명		#N/A
1. 문화유산 :cultural_heritage,2. 사진 : images,3. 동영상 : video,4. 도면/3D : floorplan_3d,5. 연구자료 : research,6. 통합검색 : total		#N/A
검색어		#N/A
페이지 번호		#N/A
한 페이지 결과 수		#N/A
해제 체크시 : Y		#N/A
지정 시작일		#N/A
지정 종료일		#N/A
11 : 국보,12 : 보물,13 : 사적,15 : 명승,16 : 천연기념물,17 : 국가무형문화재,18 : 중요민속문화재,21 : 시도유형문화재,22 : 시도무형문화재,23 : 시도기념물,24 : 시도민속문화재,31 : 문화재자료,BI : 비지정문화재,79 : 등록문화재,80 : 이북5도 무형문화재		#N/A
1. CA : 주거,무덤,정치국방,산업생산,교통통신,종교신앙,교육문화,인물사건,유산산포지/유적산포지 2. CB : 일반회화, 불교회화, 기타종교회화, 일반조각, 불교조각, 기타종교조각, 생활공예, 불교공예, 기타종교공예 3. FH :전통연행, 공예기술, 음식제조 4. MH :전적류, 문서류, 서간류, 서각류, 근대매체 5. NH : 천연기념물, 천연보호구역, 명승		#N/A
CA01:주거,02:무덤,03:정치국방,04:산업생산,05:교통통신,06:종교신앙,07:교육문화,08:인물사건,09:유물산포지유적산포지 CB01:일반회화,02:불교회화,03:기타종교회화,04:일반조각,05:불교조각,06:기타종교조각,07:생활공예,08:불교공예,09:기타종교공예,10:과학기술 FH01:전통연행,02:공예기술,03:음식제조 MH01:전적류,02:문서류,03:서간류,04:서각류,05:근대매체 NH01:천연기념물,02:천연보호구역,03:명승		#N/A
11 : 서울,21 : 부산,22 : 대구,23 : 인천,24 : 광주,25 : 대전,26 : 울산,31 : 경기,32 : 강원,33 : 충북,34 : 충남,35 : 전북,36 : 전남,37 : 경북,38 : 경남,50 : 제주,ZZ : 기타,44 : 함경북도,43 : 함경남도,42 : 평안북도,41 : 평안남도,40 : 황해도,45 : 세종		#N/A
00 : 원시시대,01 : 선사시대,03 : 석기시대,05 : 청동시대,07 : 철기시대,09 : 삼한시대,10 : 삼국시대,11 : 고구려,12 : 백제,13 : 신라,14 : 가야,15 : 발해,20 : 통일신라,30 : 고려시대,40 : 조선시대,45 : 대한제국시대,50 : 일제강점기,60 : 기타,90 : 시대미상		#N/A
1.XTD : 행정DB 관리 시스템, 2.ORI : 문화재원형기록정보시스템, 3.CHA : 문화재청 홈페이지, 4.NRI : 문화유산연구지식포털, 5.HCH : 문화유산채널, 6.DRAW : 문화재도면스캔자료		#N/A
00 : 정상		#N/A
결과메세지		#N/A
(NULL)		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
검색구분		#N/A
검색어		#N/A
종목코드		#N/A
출처 코드		#N/A
(NULL)		#N/A
전체 카운트		#N/A
문화유산 카운트		#N/A
이미지 카운트		#N/A
동영상 카운트		#N/A
도면 카운트		#N/A
조사연구자료 카운트		#N/A
문화유산목록		#N/A
(NULL)		#N/A
순번		#N/A
문화유산 데이터 상세 조회 url		#N/A
문화재 한글명		#N/A
문화재 한문명		#N/A
종목 이름		#N/A
지정 번호		#N/A
주소		#N/A
지정일자		#N/A
시대명		#N/A
분류명		#N/A
출처명		#N/A
이미지 경로		#N/A
이미지 목록		#N/A
(NULL)		#N/A
row 번호		#N/A
이미지 상세조회url		#N/A
문화재 한글명		#N/A
이미지 경로		#N/A
비디오 목록		#N/A
(NULL)		#N/A
row 번호		#N/A
비디오 상세조회url		#N/A
동영상 한글명		#N/A
동영상 경로		#N/A
도면3d 목록		#N/A
(NULL)		#N/A
row 번호		#N/A
도면/3d 상세조회		#N/A
3D 한글명		#N/A
3D 경로		#N/A
조사연구자료목록		#N/A
(NULL)		#N/A
row 번호		#N/A
조사연구자료 상세		#N/A
조사연구자료명		#N/A
구분명칭(보고서, 학술자료, 이미지)		#N/A
출처명		#N/A
(NULL)		#N/A
LIKE 검색		#N/A
(NULL)		#N/A
"도, 
시군"		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
"교통거점형, 
도심형"		#N/A
(NULL)		#N/A
(NULL)		#N/A
LIKE 검색		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
LIKE 검색		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
결과메세지		#N/A
목록		#N/A
금리적용일		#N/A
"10년 대출금리
(소득 2000만원 이하)"		#N/A
"10년 대출금리
(소득 4000만원 이하"		#N/A
"10년 대출금리
(소득 6000만원 이하"		#N/A
"15년 대출금리
(소득 2000만원 이하)"		#N/A
"15년 대출금리
(소득 4000만원 이하"		#N/A
"15년 대출금리
(소득 6000만원 이하"		#N/A
"20년 대출금리
(소득 2000만원 이하)"		#N/A
"20년 대출금리
(소득 4000만원 이하"		#N/A
"20년 대출금리
(소득 6000만원 이하"		#N/A
"30년 대출금리
(소득 2000만원 이하)"		#N/A
"30년 대출금리
(소득 4000만원 이하"		#N/A
"30년 대출금리
(소득 2000만원 이하)"		#N/A
결과코드		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
서비스키		#N/A
페이지 번호		#N/A
한 페이지 결과 수		#N/A
시도코드		#N/A
시군구코드		#N/A
읍면동명		#N/A
병원명		#N/A
x좌표		#N/A
y좌표		#N/A
반경		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
총건수		#N/A
리스트 항목		#N/A
서비스키		#N/A
페이지 번호		#N/A
한 페이지 결과 수		#N/A
시도코드		#N/A
시군구코드		#N/A
읍면동명		#N/A
병원명		#N/A
특수진료코드		#N/A
x좌표		#N/A
y좌표		#N/A
반경		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
전체 결과 수		#N/A
리스트 항목		#N/A
서비스키		#N/A
페이지 번호		#N/A
한 페이지 결과 수		#N/A
시도코드		#N/A
시군구코드		#N/A
읍면동명		#N/A
병원명		#N/A
진료과목코드		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
전체 결과 수		#N/A
리스트 항목		#N/A
서비스키		#N/A
페이지 번호		#N/A
한 페이지 결과 수		#N/A
시도코드		#N/A
시군구코드		#N/A
읍면동명		#N/A
병원명		#N/A
전문병원코드		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
전체 결과 수		#N/A
서비스키		#N/A
페이지 번호		#N/A
한 페이지 결과 수		#N/A
시도코드		#N/A
시군구코드		#N/A
읍면동명		#N/A
병원명		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
전체 결과 수		#N/A
리스트 항목		#N/A
서비스키		#N/A
페이지 번호		#N/A
한 페이지 결과 수		#N/A
시도코드		#N/A
시군구코드		#N/A
읍면동명		#N/A
병원명		#N/A
특수진료코드		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
전체 결과 수		#N/A
리스트 항목		#N/A
서비스키		#N/A
페이지 번호		#N/A
한 페이지 결과 수		#N/A
시도코드		#N/A
시군구코드		#N/A
읍면동명		#N/A
병원명		#N/A
특수진료코드		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
전체 결과 수		#N/A
리스트 항목		#N/A
서비스키		#N/A
페이지 번호		#N/A
한 페이지 결과 수		#N/A
시도코드		#N/A
시군구코드		#N/A
읍면동명		#N/A
병원명		#N/A
특수진료코드		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
전체 결과 수		#N/A
리스트 항목		#N/A
서비스키		#N/A
페이지 번호		#N/A
한 페이지 결과 수		#N/A
시도코드		#N/A
시군구코드		#N/A
읍면동명		#N/A
병원명		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
전체 결과 수		#N/A
리스트 항목		#N/A
서비스키		#N/A
페이지 번호		#N/A
한 페이지 결과 수		#N/A
시도코드		#N/A
시군구코드		#N/A
읍면동명		#N/A
병원명		#N/A
특수진료코드		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
전체 결과 수		#N/A
리스트 항목		#N/A
서비스키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
1:3단상병, 2:4단상병		#N/A
1:한방, 2:의과(양방)		#N/A
SICK_CD:상병코드, SICK_NM:상병명		#N/A
검색어		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
페이지 번호		#N/A
조회데이터의 총건수		#N/A
상병코드		#N/A
상병명		#N/A
공공데이터포털에서 받은 인증키		#N/A
연도		#N/A
상병코드		#N/A
1:3단상병, 2:4단상병		#N/A
1:한방, 2:의과(양방)		#N/A
결과코드		#N/A
결과메시지		#N/A
상병코드		#N/A
상병명		#N/A
male :남성, female:여성		#N/A
연령		#N/A
환자수		#N/A
내원일수1(입·내원일수)		#N/A
진료비1		#N/A
환자수2		#N/A
내원일수2(입·내원일수)		#N/A
진료비2		#N/A
환자수3		#N/A
내원일수3(입·내원일수)		#N/A
진료비3		#N/A
공공데이터포털에서 받은 인증키		#N/A
연도		#N/A
상병코드		#N/A
1:3단상병, 2:4단상병		#N/A
1:한방, 2:의과(양방)		#N/A
결과코드		#N/A
결과메시지		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
결과코드		#N/A
결과메세지		#N/A
목록		#N/A
금리적용일		#N/A
고객센터전화번호		#N/A
5년 대출금리		#N/A
7년 대출금리		#N/A
10년 대출금리		#N/A
15년 대출금리		#N/A
20년 대출금리		#N/A
30년 대출금리		#N/A
대출기관명		#N/A
상품구분		#N/A
상품명		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
(NULL)		#N/A
서비스키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
1:시도, 2:시군구, 3:읍면동		#N/A
addrTp 2일 경우 입력		#N/A
addrTp 3일 경우 시도명 입력		#N/A
addrTp 3일 경우 시도명 입력		#N/A
결과코드		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
서비스키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
시도코드		#N/A
시군구코드		#N/A
읍면동명		#N/A
병원명 (UTF-8 인코딩 필요)		#N/A
2010:종합병원, 2030:병원, 2040:요양병원, 2050:치과, 2060:한방, 2070:의원, 2080:보건기관, 2090:조산원		#N/A
종별코드		#N/A
진료과목코드		#N/A
x좌표(소수점 15)		#N/A
y좌표(소수점 15)		#N/A
단위 : 미터(m)		#N/A
결과코드		#N/A
서비스키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
암호화된 요양기호		#N/A
결과코드		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
한 페이지 결과 수		#N/A
결과코드		#N/A
결과메시지		#N/A
한 페이지 결과 수		#N/A
3		#N/A
전체 결과 수		#N/A
공공데이터포털에서 받은 인증키		#N/A
페이지번호		#N/A
