필드명,필드길이,필드띄어쓰기,필드특수문자,필드특수문자수
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
신청시설명,5,0,No,0
입항횟수,4,0,No,0
실적일시Fr,6,0,No,0
실적일시To,6,0,No,0
사용횟수,4,0,No,0
선박명,3,0,No,0
입항년도,4,0,No,0
페이지 당 행 개수,10,3,No,0
페이지번호,5,0,No,0
공공데이터포털에서 발급받은 인증키,18,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
기준일자,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
업체명,3,0,No,0
입항일자,4,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
국가명(한글),7,0,Yes,2
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
시설명(한글),7,0,Yes,2
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
Port-MIS코드정보 조회서비스 내 국가코드조회서비스를 통해 조회가능함.,41,5,Yes,2
총톤수,3,0,No,0
입항횟수,4,0,No,0
선박총길이,5,0,No,0
선박명,3,0,No,0
입항연도,4,0,No,0
페이지당 행 수,8,2,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함,40,5,Yes,1
입항년도,4,0,No,0
항차,2,0,No,0
1:해상반입 2:육상반입,13,1,Yes,2
OSL0038,7,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
호출부호,4,0,No,0
컨테이너개수,6,0,No,0
화물명,3,0,No,0
시설명,3,0,No,0
1:해상반입 2:해상반입,13,1,Yes,2
반출입구분,5,0,No,0
허가일시,4,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함,42,5,Yes,1
신고일시,4,0,No,0
입항횟수,4,0,No,0
TP_ID,5,0,Yes,1
선박명,3,0,No,0
사용일자Fr,6,0,No,0
wrkDtTo,7,0,No,0
사용장소(부두),8,0,Yes,2
사용장소(선적),8,0,Yes,2
입항연도,4,0,No,0
페이지 당 행 개수,10,3,No,0
페이지번호,5,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
입항년도,4,0,No,0
입항횟수,4,0,No,0
1:해상반입 2:육상반입,13,1,Yes,2
업체코드,4,0,No,0
BL번호,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
업체코드,4,0,No,0
업체명,3,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
반입일자,4,0,No,0
"위험물신고정보 1건 이상이 등록되었을때 등록한  순번(001, 002…와같이 건수에따라 증가함)",55,9,Yes,6
1:해상반입 2:해상반입,13,1,Yes,2
반출입구분명,6,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함,42,5,Yes,1
외항출항 : 위험물검사소 검사증번호,19,3,Yes,1
입항횟수,4,0,No,0
선박키,3,0,No,0
선박명,3,0,No,0
입항연도,4,0,No,0
페이지 당 행 개수,10,3,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
조회기간(시작일),9,0,Yes,2
조회기간(종료일),9,0,Yes,2
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
업체코드,4,0,No,0
입항일자,4,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
국가명(한글),7,0,Yes,2
출항일시,4,0,No,0
상호명,3,0,No,0
Port-MIS코드정보 조회서비스 내 국가코드조회서비스를 통해 조회가능함.,41,5,Yes,2
총톤수,3,0,No,0
국제총톤수,5,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
입항횟수,4,0,No,0
선박총길이,5,0,No,0
선박깊이,4,0,No,0
선박명,3,0,No,0
선박종류명,5,0,No,0
선박너비,4,0,No,0
입항연도,4,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
조회기간(시작일),9,0,Yes,2
조회기간(종료일),9,0,Yes,2
결과코드,4,0,No,0
결과메시지,5,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
교신횟수,4,0,No,0
교신자,3,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
시설명,3,0,No,0
관제구분,4,0,No,0
관제구분,4,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
항구명,3,0,No,0
입항횟수,4,0,No,0
선박명,3,0,No,0
작업일시,4,0,No,0
입항연도,4,0,No,0
페이지당 행 수,8,2,No,0
페이지번호,5,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
입항횟수,4,0,No,0
입항연도,4,0,No,0
업체코드,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
agentCode,9,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함,42,5,Yes,1
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
상호명,3,0,No,0
입출항일자,5,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
입항횟수,4,0,No,0
1:외항입항 2:외항출항 3:내항입항 4:내항출항,27,3,Yes,4
이용목적명,5,0,No,0
선박명,3,0,No,0
입항연도,4,0,No,0
페이지 당 행 개수,10,3,No,0
페이지번호,5,0,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
입항횟수,4,0,No,0
입항연도,4,0,No,0
BL번호,4,0,No,0
업체코드,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
업체코드,4,0,No,0
BL번호,4,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
상호명,3,0,No,0
입출항일자,5,0,No,0
수출입구분,5,0,No,0
수출입구분,5,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
입항횟수,4,0,No,0
선박명,3,0,No,0
입항연도,4,0,No,0
페이지당 행 수,8,2,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
입항횟수,4,0,No,0
입항연도,4,0,No,0
입항연도,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
업체코드,4,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
상호명,3,0,No,0
입출항일시,5,0,No,0
II:입항 IT:입항환적 OO:출항 OT:출항환적,27,3,Yes,4
수출입구분명,6,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
입항횟수,4,0,No,0
선박명,3,0,No,0
입항연도,4,0,No,0
페이지당 행 수,8,2,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
입항횟수,4,0,No,0
입항연도,4,0,No,0
II:입항  IT:입항환적  OO:출항 OT:출항환적,29,5,Yes,4
업체코드,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
업체코드,4,0,No,0
업체명,3,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
공컨테이너수(10ft),12,0,Yes,2
공컨테이너수(20ft),12,0,Yes,2
공컨테이너수(35ft),12,0,Yes,2
공컨테이너수(40ft),12,0,Yes,2
공컨테이너수(45ft),12,0,Yes,2
공컨테이너수(99ft),12,0,Yes,2
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
시설명,3,0,No,0
적컨테이너수(10ft),12,0,Yes,2
적컨테이너수(20ft),12,0,Yes,2
적컨테이너수(35ft),12,0,Yes,2
적컨테이너수(40ft),12,0,Yes,2
적컨테이너수(45ft),12,0,Yes,2
적컨테이너수(기타),10,0,Yes,2
입출항일자,5,0,No,0
II:입항 IT:입항환적 OO:출항 OT:출항환적,27,3,Yes,4
수출입구분명,6,0,No,0
신고일자,4,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
항구명,3,0,No,0
입항횟수,4,0,No,0
총개수,3,0,No,0
총TEU,4,0,No,0
default(기본값): EDI,17,1,Yes,3
선박명,3,0,No,0
항차,2,0,No,0
입항연도,4,0,No,0
페이지당 행 수,8,2,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
입항횟수,4,0,No,0
입항연도,4,0,No,0
II:입항 IT:입항환적 OO:출항 OT:출항환적,27,3,Yes,4
업체코드,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
업체명,3,0,No,0
업체명,3,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
시설명,3,0,No,0
입출항일자,5,0,No,0
II:입항 IT:입항환적 OO:출항 OT:출항환적,27,3,Yes,4
수출입구분명,6,0,No,0
신고일자,4,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
입항횟수,4,0,No,0
총개수,3,0,No,0
총개수,3,0,No,0
default(기본값): EDI,17,1,Yes,3
선박명,3,0,No,0
항차,2,0,No,0
입항연도,4,0,No,0
페이지당 행 수,8,2,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
복수화주,4,0,No,0
조회기간(시작일),9,0,Yes,2
조회기간(종료일),9,0,Yes,2
업체코드,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
업체코드,4,0,No,0
업체명,3,0,No,0
총화물고지금액,7,0,No,0
고지일자,4,0,No,0
고지번호,4,0,No,0
환적화물고지금액,8,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
비관리청금액,6,0,No,0
회계연도,4,0,No,0
입출항일자,5,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
항구명,3,0,No,0
수납일자,4,0,No,0
수납여부,4,0,No,0
수납여부명,5,0,No,0
3,1,0,No,0
항만시설사용신고의 운임톤/갯수의 합,19,2,Yes,1
총톤수,3,0,No,0
총톤수개수,5,0,No,0
총금액,3,0,No,0
소계금액,4,0,No,0
대납화물료,5,0,No,0
환적요금,4,0,No,0
환적요금개수,6,0,No,0
일반화물톤수,6,0,No,0
컨테이너teu,7,0,No,0
2:외항출항,6,0,Yes,1
이용구분명,5,0,No,0
선박키,3,0,No,0
선박명,3,0,No,0
입항연도,4,0,No,0
페이지당 행 수,8,2,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
조회기간(시작일),9,0,Yes,2
조회기간(종료일),9,0,Yes,2
업체코드,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
업체코드,4,0,No,0
업체명,3,0,No,0
총화물고지금액,7,0,No,0
고지일자,4,0,No,0
고지번호,4,0,No,0
환적화물고지금액,8,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
비관리청금액,6,0,No,0
회계연도,4,0,No,0
입출항일자,5,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
항구명,3,0,No,0
수납일자,4,0,No,0
수납여부,4,0,No,0
수납여부명,5,0,No,0
입항횟수,4,0,No,0
항만시설사용신고의 운임톤/갯수의 합,19,2,Yes,1
총화물일반화물톤수,9,0,No,0
총화물컨테이너TEU,10,0,No,0
총금액,3,0,No,0
소계금액,4,0,No,0
대납화물료,5,0,No,0
환적요금,4,0,No,0
환적요금개수,6,0,No,0
환적화물일반화물톤수,10,0,No,0
환적화물 컨테이너 TEU,13,2,No,0
2:외항출항,6,0,Yes,1
이용구분명,5,0,No,0
선박키,3,0,No,0
선박명,3,0,No,0
입항연도,4,0,No,0
페이지당 행 수,8,2,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
입항횟수,4,0,No,0
입항연도,4,0,No,0
업체코드,4,0,No,0
OO:수출,5,0,Yes,1
BL번호,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
업체코드,4,0,No,0
업체명,3,0,No,0
BL번호,4,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
입출항일자,5,0,No,0
OO:출항,5,0,Yes,1
수출입구분명,6,0,No,0
MRN번호,5,0,No,0
MRN번호,5,0,No,0
Port-MIS코드정보 조회서비스 내 항만시설코드조회서비스를 통해 조회가능함.,43,5,Yes,2
입항횟수,4,0,No,0
입항연도,4,0,No,0
페이지당 행 수,8,2,No,0
페이지 번호,6,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
조회기간(시작일),9,0,Yes,2
조회기간(종료일),9,0,Yes,2
업체코드,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
업체코드,4,0,No,0
업체명,3,0,No,0
Port-MIS코드정보 조회서비스 내 선박제원조회서비스를 통해 조회가능함.,41,5,Yes,2
적재톤수,4,0,No,0
현재일시,4,0,No,0
Port-MIS코드정보 조회서비스 내 화물품목통계분류조회서비스를 통해 조회가능함.,45,5,Yes,2
적재화물명,5,0,No,0
입출항일자,5,0,No,0
입출항구분,5,0,No,0
입출항구분명,6,0,No,0
1:외항,4,0,Yes,1
외내항구분명,6,0,No,0
항코드,3,0,No,0
항구명,3,0,No,0
순번,2,0,No,0
입항횟수,4,0,No,0
선박키,3,0,No,0
선박명,3,0,No,0
입항연도,4,0,No,0
페이지 당 행수,8,2,No,0
페이지 번호,6,1,No,0
발급받은 인증키,8,1,No,0
목록에 대한 페이지 번호,13,3,No,0
최대 50개,6,1,No,0
결과코드,4,0,No,0
결과메세지,5,0,No,0
페이지당 데이터 수,10,2,No,0
페이지번호,5,0,No,0
총 결과 수,6,2,No,0
기술인 번호,6,1,No,0
지역,2,0,No,0
기술인구분,5,0,No,0
기술인 이름,6,1,No,0
직종,2,0,No,0
총 페이지 수,7,2,No,0
분야,2,0,No,0
목록조회시 응답메세지에 있는 기 술인번호(meiNo),29,4,Yes,2
발급받은 인증키,8,1,No,0
목록에 대한,6,1,No,0
최대 50개,6,1,No,0
결과코드,4,0,No,0
결과메세지,5,0,No,0
기술인번호,5,0,No,0
지역,2,0,No,0
기술인구분,5,0,No,0
기술인 이름,6,1,No,0
분야,2,0,No,0
직종,2,0,No,0
이메일,3,0,No,0
자격증명,4,0,No,0
발급기관,4,0,No,0
근무기간,4,0,No,0
기관명,3,0,No,0
담당업무,4,0,No,0
발급받은 인증키,8,1,No,0
목록에 대한 페이지 번호,13,3,No,0
최대 50,5,1,No,0
결과코드,4,0,No,0
결과메세지,5,0,No,0
페이지당 데이터 수,10,2,No,0
페이지번호,5,0,No,0
총결과수,4,0,No,0
총페이지 수,6,1,No,0
이미지경로,5,0,No,0
작품/제품번호,7,0,Yes,1
작품/제품제목,7,0,Yes,1
기술인성명,5,0,No,0
홈페이지,4,0,No,0
기술인번호,5,0,No,0
목록조회시 응답메세지에 있는 작품/제품번호(productNo),34,3,Yes,3
발급받은 인증키,8,1,No,0
목록에 대한 페이지번호,12,2,No,0
최대 50,5,1,No,0
결과코드,4,0,No,0
결과메세지,5,0,No,0
이미지경로,5,0,No,0
작품/제품번호,7,0,Yes,1
작품/제품제목,7,0,Yes,1
홈페이지,4,0,No,0
크기(mm),6,0,Yes,2
재질,2,0,No,0
제작년도,4,0,No,0
설명,2,0,No,0
지역,2,0,No,0
기술인성명,5,0,No,0
기술인번호,5,0,No,0
기술인이메일,6,0,No,0
공공데이터포털에서 발급받은 인증키,18,2,No,0
페이지당 목록 수,9,2,No,0
페이지 번호,6,1,No,0
시설명,3,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
목록,2,0,No,0
시설명,3,0,No,0
박물관미술관구분,8,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
위도,2,0,No,0
경도,2,0,No,0
운영기관전화번호,8,0,No,0
운영기관명,5,0,No,0
운영홈페이지,6,0,No,0
편의시설정보,6,0,No,0
평일관람시작시각,8,0,No,0
평일관람종료시각,8,0,No,0
공휴일관람시작시각,9,0,No,0
공휴일관람종료시각,9,0,No,0
휴관정보,4,0,No,0
어른관람료(N/원),10,0,Yes,3
청소년관람료(N/원),11,0,Yes,3
어린이관람료(N/원),11,0,Yes,3
관람료기타정보,7,0,No,0
박물관미술관소개,8,0,No,0
교통안내정보,6,0,No,0
관리기관전화번호,8,0,No,0
관리기관명,5,0,No,0
데이터기준일자,7,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지당 목록 수,9,2,No,0
페이지 번호,6,1,No,0
약수터명,4,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
목록,2,0,No,0
약수터명,4,0,No,0
소재지도로명주소,8,0,No,0
소재지지번주소,7,0,No,0
위도,2,0,No,0
경도,2,0,No,0
지정일자,4,0,No,0
일평균이용인구수(N/명),13,0,Yes,3
수질점사일자,6,0,No,0
시질검사결과구분,8,0,No,0
부적합항목,5,0,No,0
관리기관전화번호,8,0,No,0
관리기관명,5,0,No,0
데이터기준일자,7,0,No,0
한 페이지 결과 수,10,3,No,0
페이지 수,5,1,No,0
데이터 총 개수,8,2,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
고유번호,4,0,No,0
사업장명,4,0,No,0
세차장의 위치(소재지)에 대한 도로명주소,22,3,Yes,2
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
세차장 고유번호,8,1,No,0
세차 서비스를 제공하는 업체의 명칭,19,4,No,0
"주유소가 있는 광역시,도 명칭",18,3,Yes,3
"주유소가 있는 시,군,구의 명칭",19,3,Yes,4
세차서비스를 제공하는 업소의 등록 업종명,22,4,No,0
세차서비스가 제공되는 유형 정보,17,3,No,0
세차장의 위치(소재지)에 대한 도로명주소,22,3,Yes,2
세차장을 운영하지 않는 일자 또는 요일,21,5,No,0
평일 세차장이 운영되는 시작 시각,18,4,No,0
평일 세차장장 운영되는 종료 시각,18,4,No,0
"토요일, 공휴일 등에 세차장이 운영되는 시작 시각",29,6,Yes,3
"토요일, 공휴일 등에 세차장장 운영되는 종료 시각",29,6,Yes,3
운영되는 세차 요금 정보,13,3,No,0
세차 서비스를 제공하는 업체 대표자명,20,4,No,0
세차장 또는 세차서비스를 제공하는 업체의 안내 전화번호,30,6,No,0
오염물질 배출에 따른 수질 허가 및 신고 번호,25,7,No,0
세차장의 위도 좌표,10,2,No,0
세차장의 경도 좌표,10,2,No,0
데이터작성 기준일자,10,1,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
고유번호,4,0,No,0
사업장명,4,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
쿼리 페이지 시작점,10,2,No,0
보호수 고유번호,8,1,No,0
"보호수가 있는 지역 광역시,도 명칭",21,4,Yes,3
"보호수가 있는 시,군,구의 명칭",19,3,Yes,4
보호수를 지정하고 관리하는 기관명,18,3,No,0
기관에서 보호수 관리를 위해 지정한 번호,22,5,No,0
지자체 및 지방산림청에서 보호수로 공식 지정된 일자,28,6,No,0
보호수의 유형으로 보호수로 지정된 사유와 연관된 명칭,29,6,No,0
동식물 분류에서 쓰는 과(科)의 명칭,20,4,Yes,3
생물의 각급 분류군에 붙여진 명칭 중에 생물학에서 쓰이는 세계 공통적인  명칭,43,11,No,0
보호수의 나무 종류,10,2,No,0
한 지점에서 자란 나무의 수,15,4,No,0
보호수의 나이 (년),11,2,Yes,2
보호수의 높이 (m),11,2,Yes,2
지면에서부터 120cm 지점의 나무둘레 (m),25,4,Yes,2
나무의 가지에서 잎이 시작되는 나무갓의 지름들의 평균값 (m),34,7,Yes,2
"수종, 수령, 진귀성에 따라 분류되는 단위명",26,5,Yes,4
토지의 주된 사용 목적에 따라 토지의 종류를 구분?표시하는 명칭,35,8,Yes,1
지목의 넓이 (㎡),10,2,Yes,3
보호수를 소유하는 소유자 유형 구분,19,4,No,0
보호수 위치에 대한 도로명주소,16,3,No,0
보호수위치에대한지번주소,12,0,No,0
보호수의 위도 좌표,10,2,No,0
보호수의 경도 좌표,10,2,No,0
데이터작성 기준 일자,11,2,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
데이터 고유번호,8,1,No,0
무더위 쉼터명칭,8,1,No,0
무더위쉼터 위치에 대한 도로명주소,18,3,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
쿼리 페이지 시작점,10,2,No,0
데이터 고유번호,8,1,No,0
"어르신 및 노약자, 거동불편자 등을 위한 무더위 쉼터명칭",33,7,Yes,3
무더위쉼터가 있는 법정동명,14,2,No,0
무더위쉼터가 운영되는 장소의 유형,18,3,No,0
무더위쉼터를 운영 시작하는 일자,17,3,No,0
무더위쉼터를 운영 종료하는일자,16,2,No,0
무더위쉼터의 시설면적,11,1,No,0
무더위쉼터에 최대 이용 가능한 인원수,20,4,No,0
냉방기기 중 선풍기 보유 대수,16,4,No,0
냉방기기 중 에어컨 보유 대수,16,4,No,0
일반적인 업무시간(9시~18시)을 초과하여 저녁 또는 야간까지 운영하는지 여부,43,7,Yes,3
주말 및 공휴일 무더위쉼터 운영여부,19,4,No,0
무더위쉼터에서 휴식을 취하며 야간에 숙박이 가능한지 여부,31,6,No,0
무더위쉼터 운영과 관련하여 본 양식에 부합하지 않는 예외적인 내용 기술,39,9,No,0
무더위쉼터 위치에 대한 도로명주소,18,3,No,0
무더위쉼터 위치에 대한 지번주소,17,3,No,0
무더위쉼터 관리를 담당하는 시군구 단위 기관명,25,5,No,0
무더위쉼터 관리를 담당하는 시군구 단위 기관의 전화번호,30,6,No,0
무더위쉼터의 위도 좌표,12,2,No,0
무더위쉼터의 경도 좌표,12,2,No,0
데이터작성 기준 일자,11,2,No,0
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
한 페이지 결과 수,10,3,No,0
고유번호,4,0,No,0
재해위험지구의 명칭,10,1,No,0
재해위험지역,6,0,No,0
결과코드,4,0,No,0
결과메시지,5,0,No,0
한 페이지 결과 수,10,3,No,0
페이지번호,5,0,No,0
전체 결과 수,7,2,No,0
쿼리 페이지 시작점,10,2,No,0
고유번호,4,0,No,0
재해위험지구에 대한 관리번호,15,2,No,0
재해위험지구의 명칭,10,1,No,0
재해위험지구의 행정지역 정보,15,2,No,0
재해위험지구의 읍면동 이하 상세 주소 또는 식별 가능한 지역명,34,8,No,0
재해위험의 유형 구분,11,2,No,0
재해의 위험도 등급,10,2,No,0
재해위험지역에 대해 향후 정비할 계획에 해당하는 시설물에 대한 정보,37,8,No,0
재해위험지역 시설물의 유형,14,2,No,0
재해위험지역이 수해에 해당하는 경우 관련된 수계 명칭,29,6,No,0
재해위험지구를 지정한 일자,14,2,No,0
재해위험지구를 해제한 일자,14,2,No,0
재해위험지구의 지정 및 변경 사항 처리 일자,24,6,No,0
재해위험지구로 지정한 사유,14,2,No,0
재해위험지구에서 해제된 사유,15,2,No,0
재해위험지구에 대한 정비 및 조치사항 진행 사항에 대한 정보,33,8,No,0
재해발생 시 위험 요인,12,3,No,0
재해위험지구의 면적 ( N/m2 ),19,4,Yes,3
재해위험지구 시설의 시군구 단위 관리 기관명,24,5,No,0
재해위험지구 시설의 시군구 단위의 관리기관 전화번호,28,5,No,0
데이터작성 기준 일자,11,2,No,0
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
(NULL),6,0,Yes,2
공공데이터포털에서 받은 인증키,16,2,No,0
페이지번호,5,0,No,0
